Provider,ClaimID_count,BeneID_nunique,ClaimDuration_mean,ClaimDuration_max,InscClaimAmtReimbursed_mean,InscClaimAmtReimbursed_sum,InscClaimAmtReimbursed_std,Insurance_Coverage_Ratio_mean,Patient_Risk_Score_mean,Docs_Involved_Count_mean,ClmProcedureCode_1_count,County_nunique,Ratio_ClaimsPerPatient,Unique_Staff_Count,Ratio_ClaimsPerDoctor,Ratio_Inpatient_Business
PRV52197,10,10,7.7,17,11400.0,114000,16567.70620480967,10.664172123479888,16.6,1.6,8,4,1.0,4,2.0,1.0
PRV52199,10,10,0.9,9,108.0,1080,115.0651989091402,103.06172839506173,17.5,1.4,0,2,1.0,4,2.0,0.0
PRV52200,1,1,0.0,0,40.0,40,0.0,40.0,14.0,1.0,0,1,1.0,1,0.5,0.0
PRV52201,9,9,4.111111111111111,20,50.0,450,37.080992435478315,50.0,17.11111111111111,1.0,0,1,1.0,1,4.5,0.0
PRV52202,50,49,0.42,20,164.0,8200,231.35801393564245,164.0,17.48,1.02,0,1,1.0204081632653061,2,16.666666666666668,0.0
PRV52204,9,8,2.3333333333333335,20,287.77777777777777,2590,397.6737914980624,287.77777777777777,17.333333333333332,1.0,0,1,1.125,1,4.5,0.0
PRV52205,2,2,0.0,0,560.0,1120,763.6753236814714,560.0,15.5,1.0,0,1,1.0,1,1.0,0.0
PRV52206,5,5,5.6,20,362.0,1810,534.9953270823961,362.0,18.8,1.0,0,1,1.0,2,1.6666666666666667,0.0
PRV52208,13,12,0.15384615384615385,2,350.7692307692308,4560,576.1576974298723,350.7692307692308,17.307692307692307,1.0,0,1,1.0833333333333333,1,6.5,0.0
PRV52209,8,8,5.0,20,620.0,4960,1005.2576073538846,620.0,16.75,1.0,0,1,1.0,3,2.0,0.0
PRV52211,130,124,0.6076923076923076,20,206.6153846153846,26860,449.8036674999022,206.53922315308455,17.661538461538463,0.9923076923076923,0,2,1.0483870967741935,1,65.0,0.0
PRV52212,64,62,0.984375,20,206.5625,13220,432.15304002170336,205.33700980392157,17.90625,1.0,0,1,1.032258064516129,2,21.333333333333332,0.0
PRV52213,7,7,1.2857142857142858,9,84.28571428571429,590,55.63486402641868,84.28571428571429,18.428571428571427,1.1428571428571428,0,1,1.0,3,1.75,0.0
PRV52214,47,43,1.702127659574468,20,269.78723404255317,12680,523.2361232780596,255.37195038964862,17.872340425531913,1.0,0,1,1.0930232558139534,1,23.5,0.0
PRV52216,15,14,2.6666666666666665,20,329.3333333333333,4940,851.297049605287,326.0716413104725,17.266666666666666,1.0666666666666667,0,1,1.0714285714285714,2,5.0,0.0
PRV52217,5,4,0.2,1,104.0,520,166.22274212634082,104.0,17.6,1.0,0,1,1.25,3,1.25,0.0
PRV52218,8,8,0.0,0,207.5,1660,296.5877369587045,207.5,18.375,0.875,0,2,1.0,1,4.0,0.0
PRV52219,4,4,0.0,0,695.0,2780,973.4646030202297,695.0,17.25,1.0,0,1,1.0,2,1.3333333333333333,0.0
PRV52220,12,12,0.0,0,183.33333333333334,2200,267.151075179751,183.33333333333334,15.75,1.0,0,1,1.0,2,4.0,0.0
PRV52221,1,1,0.0,0,10.0,10,0.0,10.0,19.0,1.0,0,1,1.0,1,0.5,0.0
PRV52222,54,52,2.3333333333333335,20,313.3333333333333,16920,594.9853335753843,312.24043715846994,17.814814814814813,1.0,0,2,1.0384615384615385,1,27.0,0.0
PRV52224,41,35,2.317073170731707,20,246.34146341463415,10100,549.4167639304474,244.16807534411979,17.5609756097561,1.0,0,3,1.1714285714285715,3,10.25,0.0
PRV52225,6,6,0.0,0,140.0,840,139.2838827718412,113.04127797085543,17.833333333333332,1.0,0,1,1.0,2,2.0,0.0
PRV52226,2,2,2.0,4,50.0,100,56.568542494923804,50.0,19.0,1.0,0,1,1.0,1,1.0,0.0
PRV52227,7,6,3.0,20,794.2857142857143,5560,984.4432799448485,525.5445544554456,17.714285714285715,1.0,0,1,1.1666666666666667,2,2.3333333333333335,0.0
PRV52228,8,8,3.375,20,300.0,2400,612.605676014934,300.0,17.5,1.0,0,2,1.0,2,2.6666666666666665,0.0
PRV52229,11,11,1.8181818181818181,20,33.63636363636363,370,26.181186861075368,29.165424739195227,17.545454545454547,1.0,0,1,1.0,1,5.5,0.0
PRV52230,43,15,0.9069767441860465,20,351.16279069767444,15100,730.0756950394011,351.16279069767444,18.046511627906977,1.0,0,1,2.8666666666666667,2,14.333333333333334,0.0
PRV52231,6,6,3.3333333333333335,20,663.3333333333334,3980,1304.8013897397054,118.77887788778878,15.666666666666666,1.3333333333333333,0,2,1.0,2,2.0,0.0
PRV52232,4,4,0.0,0,160.0,640,227.3030282830976,133.0907636945222,19.75,1.0,0,1,1.0,1,2.0,0.0
PRV52233,216,156,1.6388888888888888,20,294.1666666666667,63540,773.6402925944209,290.968194469131,17.787037037037038,0.9907407407407407,0,1,1.3846153846153846,2,72.0,0.0
PRV52235,2,2,0.0,0,485.0,970,586.8986283848344,485.0,17.5,1.0,0,1,1.0,1,1.0,0.0
PRV52236,14,13,1.9285714285714286,20,412.85714285714283,5780,496.3935871932608,412.85714285714283,17.5,1.0,0,1,1.0769230769230769,3,3.5,0.0
PRV52237,38,38,1.9473684210526316,20,194.73684210526315,7400,351.82717534135577,189.54652515785338,18.05263157894737,1.0263157894736843,0,1,1.0,3,9.5,0.0
PRV52238,11,10,0.45454545454545453,4,139.0909090909091,1530,136.92731980540228,139.0909090909091,18.363636363636363,1.0,0,1,1.1,3,2.75,0.0
PRV52240,62,61,2.306451612903226,20,406.7741935483871,25220,776.1797455202604,402.0915712799167,17.43548387096774,1.0161290322580645,0,3,1.0163934426229508,5,10.333333333333334,0.0
PRV52241,23,22,1.7391304347826086,20,247.3913043478261,5690,686.660015061737,247.3913043478261,17.47826086956522,1.391304347826087,0,1,1.0454545454545454,4,4.6,0.0
PRV52242,31,30,3.3548387096774195,20,438.7096774193548,13600,873.4137695864578,407.08233025059855,18.387096774193548,1.0,0,2,1.0333333333333334,2,10.333333333333334,0.0
PRV52246,67,47,2.626865671641791,20,395.67164179104475,26510,801.3780250494221,381.40435389191606,17.44776119402985,1.0149253731343284,0,3,1.425531914893617,2,22.333333333333332,0.0
PRV52247,49,48,0.7346938775510204,20,222.24489795918367,10890,444.0451614894333,220.22927689594354,17.571428571428573,1.0408163265306123,0,1,1.0208333333333333,3,12.25,0.0
PRV52248,24,21,4.208333333333333,20,531.25,12750,925.838339255176,527.1443833943835,17.333333333333332,1.0,0,1,1.1428571428571428,2,8.0,0.0
PRV52249,47,41,4.425531914893617,20,542.1276595744681,25480,911.632401531815,531.6206987128973,17.27659574468085,1.0212765957446808,0,2,1.146341463414634,3,11.75,0.0
PRV52251,4,4,0.0,0,67.5,270,40.311288741492746,67.5,16.75,1.0,0,1,1.0,2,1.3333333333333333,0.0
PRV52252,26,26,1.3076923076923077,14,81.92307692307692,2130,113.49076546641953,78.13109425785481,17.192307692307693,1.4615384615384615,0,1,1.0,2,8.666666666666666,0.0
PRV52253,1,1,0.0,0,80.0,80,0.0,80.0,18.0,1.0,0,1,1.0,1,0.5,0.0
PRV52254,31,30,2.806451612903226,20,127.74193548387096,3960,227.38674363910422,118.25426944971538,17.93548387096774,1.0,0,1,1.0333333333333334,1,15.5,0.0
PRV52255,10,7,0.1,1,72.0,720,51.164223611599716,72.0,16.3,1.0,0,1,1.4285714285714286,1,5.0,0.0
PRV52256,1,1,0.0,0,50.0,50,0.0,50.0,17.0,1.0,0,1,1.0,1,0.5,0.0
PRV52257,15,14,2.2666666666666666,20,296.0,4440,557.6455607539357,296.0,17.666666666666668,1.0,0,1,1.0714285714285714,1,7.5,0.0
PRV52260,63,62,1.3492063492063493,20,204.44444444444446,12880,408.48570779979866,202.88826641767818,18.3015873015873,1.3174603174603174,0,1,1.0161290322580645,3,15.75,0.0
PRV52261,1,1,0.0,0,200.0,200,0.0,200.0,20.0,1.0,0,1,1.0,1,0.5,0.0
PRV52262,112,92,0.8125,20,248.57142857142858,27840,507.3546605765554,244.47449591591933,17.633928571428573,1.0,0,2,1.2173913043478262,2,37.333333333333336,0.0
PRV52263,3,3,0.0,0,210.0,630,185.20259177452135,210.0,16.333333333333332,1.6666666666666667,0,1,1.0,2,1.0,0.0
PRV52264,25,21,0.04,1,176.8,4420,241.67333324138187,176.03809523809522,17.6,1.0,0,1,1.1904761904761905,2,8.333333333333334,0.0
PRV52265,30,27,4.733333333333333,18,8666.666666666666,260000,6348.137567406101,8.031998967775234,15.6,1.3,17,3,1.1111111111111112,2,10.0,1.0
PRV52266,37,30,7.45945945945946,30,12443.243243243243,460400,12118.95990542048,11.770680208472537,16.0,1.1891891891891893,20,5,1.2333333333333334,2,12.333333333333334,1.0
PRV52267,10,10,4.9,13,7890.0,78900,4500.481455725969,7.380729653882133,16.6,1.8,6,3,1.0,4,2.0,1.0
PRV52271,19,19,1.105263157894737,20,197.89473684210526,3760,423.799991444712,195.31475748194015,17.42105263157895,1.0,0,4,1.0,1,9.5,0.0
PRV52272,8,8,0.0,0,526.25,4210,1126.346020165587,526.25,16.875,1.0,0,2,1.0,1,4.0,0.0
PRV52273,11,11,0.0,0,398.1818181818182,4380,791.2245974667142,392.8603104212861,16.09090909090909,1.0909090909090908,0,2,1.0,8,1.2222222222222223,0.0
PRV52274,38,17,0.7368421052631579,20,205.26315789473685,7800,292.79396724424333,204.066985645933,17.86842105263158,1.236842105263158,0,2,2.235294117647059,2,12.666666666666666,0.0
PRV52275,101,57,0.9603960396039604,20,269.5049504950495,27220,508.75215230527266,266.9603228625749,17.10891089108911,1.0,0,5,1.7719298245614035,1,50.5,0.0
PRV52276,68,62,1.4558823529411764,20,261.02941176470586,17750,448.2408058371741,257.1052736761565,17.808823529411764,1.0,0,3,1.096774193548387,1,34.0,0.0
PRV52278,16,16,5.6875,14,14687.5,235000,15869.126209929349,13.739476145930777,16.1875,1.25,8,4,1.0,4,3.2,1.0
PRV52279,83,77,5.481927710843373,35,9437.349397590362,783300,10745.852414217303,12.457702479529733,15.879518072289157,1.4939759036144578,34,2,1.077922077922078,3,20.75,0.9879518072289156
PRV52280,41,38,7.2682926829268295,30,9634.146341463415,395000,6417.772579177979,8.956969130028064,16.585365853658537,1.6097560975609757,26,6,1.0789473684210527,4,8.2,1.0
PRV52281,41,41,4.7560975609756095,15,9951.219512195123,408000,9772.285350705317,9.308905062857924,16.317073170731707,1.7804878048780488,25,6,1.0,2,13.666666666666666,1.0
PRV52282,6,6,6.0,10,12833.333333333334,77000,8010.40989379861,10.10289990645463,16.333333333333332,1.0,4,1,1.0,1,3.0,1.0
PRV52283,66,54,4.9393939393939394,19,9010.60606060606,594700,10158.80260642318,8.414765776786357,15.848484848484848,1.3484848484848484,36,4,1.2222222222222223,4,13.2,1.0
PRV52284,39,32,1.7179487179487178,20,136.4102564102564,5320,148.96992242320133,121.1905008164634,17.41025641025641,1.0,0,5,1.21875,1,19.5,0.0
PRV52285,19,19,5.894736842105263,35,7578.9473684210525,144000,8719.810073579483,7.223781311713959,16.736842105263158,1.105263157894737,6,2,1.0,4,3.8,1.0
PRV52286,5,5,3.4,5,18000.0,90000,16777.961735562516,16.83816651075772,16.8,1.4,5,1,1.0,2,1.6666666666666667,1.0
PRV52288,13,12,0.07692307692307693,1,216.15384615384616,2810,376.4867961725985,216.15384615384616,16.923076923076923,1.0,0,4,1.0833333333333333,1,6.5,0.0
PRV52289,4,4,3.25,4,4500.0,18000,2380.4761428476168,4.209541627689429,17.0,1.25,1,3,1.0,1,2.0,1.0
PRV52290,10,10,3.1,9,6800.0,68000,2573.3678754158377,6.361085126286249,16.1,1.2,5,5,1.0,3,2.5,1.0
PRV52291,18,17,4.388888888888889,13,7111.111111111111,128000,5097.737547635732,6.6521151647437895,16.666666666666668,1.0,10,2,1.0588235294117647,2,6.0,0.9444444444444444
PRV52292,25,25,7.2,26,12120.0,303000,9043.045209809949,11.337698783910195,16.4,1.44,16,6,1.0,3,6.25,1.0
PRV52293,7,7,3.0,20,595.7142857142857,4170,1200.5395612370457,595.7142857142857,18.142857142857142,1.0,0,4,1.0,2,2.3333333333333335,0.0
PRV52294,7,7,4.571428571428571,9,7714.285714285715,54000,4461.47530585589,7.216357076039022,16.571428571428573,1.0,4,1,1.0,1,3.5,1.0
PRV52295,5,5,5.2,12,3800.0,19000,836.6600265340755,3.5547240411599623,18.0,1.4,2,2,1.0,3,1.25,1.0
PRV52296,2,2,3.5,5,6000.0,12000,5656.85424949238,5.612722170252573,18.0,1.0,1,1,1.0,1,1.0,1.0
PRV52298,218,144,1.7477064220183487,20,703.2110091743119,153300,3228.246982806312,273.9970904736988,17.334862385321102,1.2706422018348624,5,21,1.5138888888888888,20,10.380952380952381,0.04128440366972477
PRV52299,601,255,1.194675540765391,20,261.46422628951746,157140,663.3758505815352,250.5644112990933,17.549084858569053,1.2778702163061564,0,22,2.3568627450980393,7,75.125,0.0
PRV52300,21,19,2.761904761904762,20,2817.1428571428573,59160,7804.0881228091885,200.54523586796736,17.142857142857142,1.2857142857142858,3,7,1.105263157894737,13,1.5,0.14285714285714285
PRV52302,46,30,2.1739130434782608,21,2962.608695652174,136280,8731.39862406746,207.6773724145099,17.08695652173913,1.2173913043478262,7,8,1.5333333333333334,13,3.2857142857142856,0.2391304347826087
PRV52303,392,313,1.1683673469387754,20,886.0714285714286,347340,4119.806301780992,216.78718407291768,17.321428571428573,1.308673469387755,9,60,1.2523961661341854,152,2.5620915032679736,0.058673469387755105
PRV52304,184,88,1.2554347826086956,20,343.04347826086956,63120,740.006999125717,338.85910023169777,17.391304347826086,1.3967391304347827,0,19,2.090909090909091,41,4.380952380952381,0.0
PRV52306,15,15,0.5333333333333333,8,468.6666666666667,7030,715.0111554241321,468.6666666666667,18.0,1.4,0,6,1.0,11,1.25,0.0
PRV52307,175,167,2.645714285714286,23,4608.342857142857,806460,10733.510534187804,210.13347312423497,17.537142857142857,1.3885714285714286,28,51,1.0479041916167664,90,1.9230769230769231,0.3028571428571429
PRV52308,87,72,2.954022988505747,20,4307.586206896552,374760,7113.782228479176,116.28907037325806,16.977011494252874,1.3563218390804597,24,15,1.2083333333333333,41,2.0714285714285716,0.45977011494252873
PRV52309,170,88,1.9470588235294117,20,266.70588235294116,45340,536.6340157212348,263.35949032993676,17.45294117647059,1.088235294117647,0,13,1.9318181818181819,4,34.0,0.0
PRV52310,454,190,0.8524229074889867,20,235.2202643171806,106790,515.8039396281426,228.29921374568633,17.91850220264317,1.420704845814978,0,23,2.389473684210526,3,113.5,0.0
PRV52311,28,23,0.75,20,277.5,7770,353.3922906786608,277.5,18.285714285714285,1.3928571428571428,0,9,1.2173913043478262,16,1.6470588235294117,0.0
PRV52312,214,112,1.144859813084112,20,372.94392523364485,79810,703.4624138736035,359.60384492062997,17.233644859813083,1.2242990654205608,0,17,1.9107142857142858,5,35.666666666666664,0.0
PRV52313,504,196,1.626984126984127,20,291.07142857142856,146700,566.0922892755909,284.62118655708235,17.089285714285715,1.3095238095238095,0,18,2.5714285714285716,7,63.0,0.0
PRV52314,223,192,2.3004484304932737,22,2041.1659192825111,455180,5723.374507371161,188.98080036295366,17.282511210762333,1.210762331838565,24,29,1.1614583333333333,95,2.3229166666666665,0.17937219730941703
PRV52315,85,66,1.5529411764705883,30,728.5882352941177,61930,2218.947172562216,257.172955700788,17.31764705882353,1.423529411764706,2,16,1.2878787878787878,28,2.9310344827586206,0.058823529411764705
PRV52317,25,21,2.0,20,1143.6,28590,3291.6762193954214,176.62584963583882,17.04,1.56,2,5,1.1904761904761905,15,1.5625,0.08
PRV52318,39,37,1.5128205128205128,20,256.4102564102564,10000,401.86071938766884,249.6083897517589,17.384615384615383,1.358974358974359,0,18,1.054054054054054,24,1.56,0.0
PRV52319,30,29,1.3666666666666667,20,258.0,7740,487.31778203719915,254.4516129032258,17.633333333333333,1.1666666666666667,0,9,1.0344827586206897,19,1.5,0.0
PRV52320,366,292,2.210382513661202,35,2388.5245901639346,874200,7098.389167698962,211.7632791484823,17.650273224043715,1.3907103825136613,35,43,1.2534246575342465,89,4.066666666666666,0.1885245901639344
PRV52321,150,135,2.1066666666666665,35,2601.5333333333333,390230,6170.387143355062,156.63000159230108,17.006666666666668,1.5066666666666666,22,19,1.1111111111111112,47,3.125,0.22
PRV52323,190,179,1.1157894736842104,20,261.94736842105266,49770,617.9946211033028,258.2740571821118,17.410526315789475,1.263157894736842,0,32,1.0614525139664805,73,2.5675675675675675,0.0
PRV52325,130,111,3.246153846153846,35,2167.6923076923076,281800,4951.913503530933,184.27112870076564,16.753846153846155,1.5,16,27,1.1711711711711712,57,2.2413793103448274,0.2076923076923077
PRV52326,14,13,3.5714285714285716,20,5055.0,70770,4829.019250642611,345.1242817051985,16.0,1.2142857142857142,2,6,1.0769230769230769,6,2.0,0.5714285714285714
PRV52328,35,28,0.9142857142857143,20,558.8571428571429,19560,1047.5483182133398,556.0352733686068,17.571428571428573,1.3428571428571427,0,8,1.25,15,2.1875,0.0
PRV52331,61,49,1.3278688524590163,20,1121.8032786885246,68430,2451.1803334969877,222.32982111991572,17.737704918032787,1.4098360655737705,7,13,1.2448979591836735,26,2.259259259259259,0.14754098360655737
PRV52332,64,62,1.484375,20,322.65625,20650,670.6387435905878,320.98945025550944,17.46875,1.34375,0,25,1.032258064516129,46,1.3617021276595744,0.0
PRV52334,67,49,0.8955223880597015,14,1701.1940298507463,113980,4884.235780421713,313.4377690592873,17.970149253731343,1.4029850746268657,5,9,1.3673469387755102,33,1.9705882352941178,0.11940298507462686
PRV52335,242,87,1.396694214876033,20,454.0082644628099,109870,1586.3060406816835,344.67760537029267,17.115702479338843,1.0950413223140496,2,8,2.781609195402299,11,20.166666666666668,0.008264462809917356
PRV52336,86,78,1.302325581395349,20,313.48837209302326,26960,629.6605386879887,302.65509572433797,17.686046511627907,1.1627906976744187,0,8,1.1025641025641026,20,4.095238095238095,0.0
PRV52337,773,226,1.1746442432082795,20,266.22250970245796,205790,600.2004951373525,252.40697628089998,17.840879689521344,1.2108667529107373,0,20,3.420353982300885,5,128.83333333333334,0.0
PRV52340,1743,693,2.0854847963281697,35,1457.3321858864028,2540130,4488.482191676466,257.4785946752358,17.19047619047619,1.3671830177854274,113,54,2.515151515151515,39,43.575,0.1285140562248996
PRV52341,135,122,1.511111111111111,20,336.6666666666667,45450,668.5750050020063,332.6377411318031,17.40740740740741,1.4,0,42,1.1065573770491803,70,1.9014084507042253,0.0
PRV52342,218,184,2.55045871559633,26,2991.697247706422,652190,8097.274466640175,253.2791993028883,17.31192660550459,1.4908256880733946,32,33,1.184782608695652,76,2.831168831168831,0.23394495412844038
PRV52343,261,177,2.0,35,1846.1302681992338,481840,4701.864193132041,276.4288890211744,17.229885057471265,1.3218390804597702,24,19,1.4745762711864407,10,23.727272727272727,0.16091954022988506
PRV52344,130,54,0.8384615384615385,20,2093.4615384615386,272150,4607.903340586005,164.14390774703358,17.661538461538463,1.2692307692307692,18,12,2.4074074074074074,22,5.6521739130434785,0.17692307692307693
PRV52346,68,57,2.6029411764705883,20,3199.1176470588234,217540,5765.400333097258,245.19566226730487,17.058823529411764,1.4558823529411764,12,12,1.1929824561403508,37,1.7894736842105263,0.27941176470588236
PRV52347,397,342,2.1486146095717884,26,1801.2342569269522,715090,6708.75876595914,205.2778768145765,17.2367758186398,1.455919395465995,28,74,1.1608187134502923,113,3.482456140350877,0.12594458438287154
PRV52348,67,36,3.044776119402985,35,1534.1791044776119,102790,3874.7411054291374,259.80697965198715,17.53731343283582,1.0895522388059702,4,10,1.8611111111111112,10,6.090909090909091,0.13432835820895522
PRV52349,99,94,1.5151515151515151,20,206.16161616161617,20410,351.9673775198175,204.96768290471687,17.616161616161616,1.3535353535353536,0,28,1.053191489361702,57,1.706896551724138,0.0
PRV52350,40,29,1.925,20,966.5,38660,1991.7812540795148,182.58479525844695,17.0,1.125,2,7,1.3793103448275863,15,2.5,0.175
PRV52351,425,362,1.275294117647059,20,244.0,103700,503.74774684640556,234.0360408753999,17.677647058823528,1.28,0,81,1.1740331491712708,113,3.7280701754385963,0.0
PRV52352,32,32,1.4375,20,301.875,9660,533.4273690621022,299.42401960784315,17.75,1.40625,0,10,1.0,17,1.7777777777777777,0.0
PRV52353,48,45,2.0208333333333335,20,3133.75,150420,14543.632755381446,219.61012704064697,17.5,1.2083333333333333,4,11,1.0666666666666667,23,2.0,0.125
PRV52354,66,33,0.9848484848484849,20,293.93939393939394,19400,590.8504399797316,283.50609254473835,17.924242424242426,1.0151515151515151,0,6,2.0,7,8.25,0.0
PRV52355,63,26,1.1587301587301588,20,383.6507936507937,24170,789.1058671917582,373.4354864057834,17.285714285714285,1.0793650793650793,0,6,2.423076923076923,5,10.5,0.0
PRV52356,98,63,1.8061224489795917,20,228.0612244897959,22350,456.7109175313194,225.84349637686145,17.591836734693878,1.0714285714285714,0,14,1.5555555555555556,12,7.538461538461538,0.0
PRV52357,105,83,1.7809523809523808,20,941.2380952380952,98830,2496.293673874752,274.721150462151,17.6,1.2,5,14,1.2650602409638554,26,3.888888888888889,0.0761904761904762
PRV52358,18,17,3.0,20,287.77777777777777,5180,282.56296654968696,260.2750275027503,16.666666666666668,1.1111111111111112,0,8,1.0588235294117647,9,1.8,0.0
PRV52359,107,98,2.588785046728972,20,3985.3271028037384,426430,6203.863573697522,124.13290333504987,17.39252336448598,1.644859813084112,23,23,1.0918367346938775,46,2.276595744680851,0.3925233644859813
PRV52361,158,145,0.9556962025316456,20,279.9367088607595,44230,512.9637834218662,259.504654328651,17.90506329113924,1.3987341772151898,0,35,1.089655172413793,71,2.1944444444444446,0.0
PRV52362,154,133,1.2337662337662338,20,815.7792207792207,125630,3343.2993727807248,207.87550690129848,17.25974025974026,1.2142857142857142,4,23,1.1578947368421053,55,2.75,0.05844155844155844
PRV52365,739,381,1.3301759133964817,20,273.51826792963465,202130,549.1575865656715,268.47474643445145,17.491204330175915,1.3802435723951285,0,24,1.9396325459317585,9,73.9,0.0
PRV52366,216,140,1.7314814814814814,20,1300.3703703703704,280880,4012.0710712539,251.34290338175802,17.185185185185187,1.2916666666666667,16,16,1.542857142857143,62,3.4285714285714284,0.11574074074074074
PRV52367,297,180,1.2693602693602695,20,527.3400673400673,156620,2270.5855586684643,315.9316212993405,17.420875420875422,1.2121212121212122,2,21,1.65,49,5.94,0.013468013468013467
PRV52369,547,358,1.4442413162705667,20,299.41499085923215,163780,626.6589891155563,285.0558756993472,17.16453382084095,1.3711151736745886,0,20,1.5279329608938548,27,19.535714285714285,0.0
PRV52371,72,50,1.2083333333333333,20,241.25,17370,628.9336772844456,236.70121680784976,17.72222222222222,1.3611111111111112,0,11,1.44,18,3.789473684210526,0.0
PRV52372,124,76,2.0806451612903225,20,2355.1612903225805,292040,5010.951175285088,191.92287519731144,17.306451612903224,1.1774193548387097,18,16,1.631578947368421,25,4.769230769230769,0.21774193548387097
PRV52373,23,22,2.260869565217391,20,1900.4347826086957,43710,5223.487582989383,249.8064017570261,17.434782608695652,1.434782608695652,3,8,1.0454545454545454,15,1.4375,0.13043478260869565
PRV52374,228,102,1.8333333333333333,20,301.6666666666667,68780,632.4714360936013,294.94559389373256,17.662280701754387,1.2894736842105263,0,12,2.235294117647059,11,19.0,0.0
PRV52377,44,44,0.6818181818181818,11,311.3636363636364,13700,629.5239652570671,310.4863839588132,17.65909090909091,1.3863636363636365,0,18,1.0,26,1.6296296296296295,0.0
PRV52378,12,12,4.416666666666667,27,993.3333333333334,11920,2204.183350455275,77.52416588712192,17.0,1.6666666666666667,2,9,1.0,10,1.0909090909090908,0.25
PRV52380,4,4,5.0,20,70.0,280,24.494897427831784,70.0,18.0,1.25,0,3,1.0,3,1.0,0.0
PRV52381,80,31,2.2875,20,418.25,33460,778.2710064583357,416.77988474939696,17.1875,1.075,0,6,2.5806451612903225,9,8.0,0.0
PRV52383,74,51,1.3918918918918919,20,210.0,15540,346.65129927301757,205.2096228674706,17.16216216216216,1.2432432432432432,0,13,1.4509803921568627,20,3.5238095238095237,0.0
PRV52384,33,32,0.0,0,238.78787878787878,7880,564.4729708750322,226.76168324675365,17.515151515151516,1.4242424242424243,0,11,1.03125,21,1.5,0.0
PRV52385,22,19,0.7272727272727273,8,324.54545454545456,7140,710.712099454968,323.65126676602085,18.272727272727273,1.3181818181818181,0,10,1.1578947368421053,15,1.375,0.0
PRV52386,237,161,1.9451476793248945,20,233.33333333333334,55300,483.6805688213731,219.9858385946766,17.670886075949365,1.4177215189873418,0,29,1.4720496894409938,24,9.48,0.0
PRV52387,63,39,2.3174603174603177,20,1932.3809523809523,121740,3993.9735708680687,240.61197052028302,17.38095238095238,1.380952380952381,7,14,1.6153846153846154,30,2.032258064516129,0.20634920634920634
PRV52389,171,139,1.6608187134502923,20,261.34502923976606,44690,493.850362209605,256.3179116080112,17.19298245614035,1.2748538011695907,0,43,1.2302158273381294,86,1.9655172413793103,0.0
PRV52390,36,34,2.25,20,177.77777777777777,6400,205.28880160274713,156.09648613672812,17.444444444444443,1.1666666666666667,0,8,1.0588235294117647,15,2.25,0.0
PRV52391,22,15,2.6363636363636362,20,410.45454545454544,9030,858.289979151387,324.520578923564,17.954545454545453,1.0454545454545454,0,7,1.4666666666666666,9,2.2,0.0
PRV52392,127,54,1.3858267716535433,20,677.007874015748,85980,2184.1609899675977,281.27452712502173,16.834645669291337,1.1023622047244095,2,7,2.3518518518518516,13,9.071428571428571,0.03937007874015748
PRV52393,91,62,2.208791208791209,35,2169.5604395604396,197430,5700.412443574763,215.3029493485295,17.186813186813186,1.120879120879121,11,10,1.467741935483871,9,9.1,0.17582417582417584
PRV52394,118,96,2.2542372881355934,20,470.59322033898303,55530,1053.6483563110903,324.8251391282317,17.576271186440678,1.3898305084745763,2,17,1.2291666666666667,45,2.5652173913043477,0.025423728813559324
PRV52395,912,444,1.518640350877193,20,294.3311403508772,268430,595.104794796611,282.517774116146,17.458333333333332,1.3651315789473684,0,24,2.054054054054054,27,32.57142857142857,0.0
PRV52396,40,34,3.075,35,3907.5,156300,5259.588923197861,210.96117867165577,16.2,1.45,11,13,1.1764705882352942,19,2.0,0.425
PRV52397,8,8,4.25,20,126.25,1010,203.25476624177844,125.01760563380282,15.375,1.125,0,7,1.0,6,1.1428571428571428,0.0
PRV52398,48,41,2.5,20,4122.708333333333,197890,14504.787285961587,189.26514649412061,17.1875,1.4166666666666667,6,15,1.170731707317073,24,1.92,0.25
PRV52399,434,277,0.543778801843318,20,273.7327188940092,118800,541.7735672232287,267.6339749500782,17.592165898617512,1.0345622119815667,0,12,1.5667870036101084,6,62.0,0.0
PRV52400,231,120,1.7705627705627707,20,280.12987012987014,64710,538.5677306075088,276.1197232005929,17.316017316017316,1.051948051948052,0,11,1.925,7,28.875,0.0
PRV52401,141,54,1.0425531914893618,20,556.0283687943263,78400,3163.102428094613,181.41988811085963,17.43971631205674,1.1418439716312057,2,8,2.611111111111111,24,5.64,0.028368794326241134
PRV52402,209,185,2.215311004784689,35,2761.33971291866,577120,6659.932152316818,203.2119726812314,17.172248803827753,1.0,30,30,1.1297297297297297,1,104.5,0.2727272727272727
PRV52403,216,84,1.6018518518518519,20,290.55555555555554,62760,841.2486105820332,212.41920975783685,17.800925925925927,1.3611111111111112,1,14,2.5714285714285716,25,8.307692307692308,0.009259259259259259
PRV52404,27,26,2.6296296296296298,21,2244.814814814815,60610,4824.988936113558,51.13480624819948,17.814814814814813,1.0740740740740742,2,10,1.0384615384615385,11,2.25,0.25925925925925924
PRV52405,89,71,3.067415730337079,20,2124.38202247191,189070,4347.929485047552,225.8994311261988,17.292134831460675,1.1910112359550562,11,14,1.2535211267605635,17,4.944444444444445,0.24719101123595505
